experiment,unit,timestamp,engine_version,harness_git_hash,threads,repetitions,timeout_s,warmup_queries,memory_limit_bytes,cpu_model,cpu_physical,memory_total_bytes,os_release,python
E0,cedardb_prodds,20260908_200540,cedardb=(1 row),09750fac08e44009b3d48fa4667f2d29b7b7be6e,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E0,cedardb_tpcds,20260908_190508,cedardb=(1 row),09750fac08e44009b3d48fa4667f2d29b7b7be6e,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E0,duckdb_prodds,20260908_180442,duckdb=v1.4.4 (Andium) 6ddac802ff,09750fac08e44009b3d48fa4667f2d29b7b7be6e,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E0,duckdb_tpcds,20260908_171332,duckdb=v1.4.4 (Andium) 6ddac802ff,09750fac08e44009b3d48fa4667f2d29b7b7be6e,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E0,monetdb_prodds,20260908_235607,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E0,monetdb_tpcds,20260908_234004,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,1,1800,0,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,cedardb_prodds,20260909_221303,cedardb=(1 row),ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,cedardb_tpcds,20260909_220626,cedardb=(1 row),ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,duckdb_prodds,20260909_024602,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,duckdb_tpcds,20260909_022329,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,monetdb_prodds,20260911_130829,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E1,monetdb_tpcds,20260911_102230,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E2,cedardb,20260910_082441,cedardb=(1 row),ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E2,duckdb,20260906_112232,duckdb=v1.4.4 (Andium) 6ddac802ff,adf8f27cf38e7d635b8ea3e3836934dc194a9b9c,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E2,monetdb,20260913_183242,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E3,cedardb,20260913_153756,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E3,duckdb,20260906_121718,duckdb=v1.4.4 (Andium) 6ddac802ff,adf8f27cf38e7d635b8ea3e3836934dc194a9b9c,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E3,monetdb,20260914_005950,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,baseline_cedardb,20260910_202208,cedardb=(1 row),ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,baseline_duckdb,20260909_061936,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,baseline_monetdb,20260911_230149,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,combined_cedardb,20260911_070235,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,combined_duckdb,20260909_130959,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,combined_monetdb,20260913_005340,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,full_cedardb,20260911_091028,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,full_duckdb,20260909_142957,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
